id,Rank,Song,Artist,Year,UnprunedLyricalComplexity,TotalWords,TitleInLyrics,PosSent,NegSent,CompoundSent,Repetitiveness,SpotifyID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
1789,9,nice  slow,usher,1998,159,470,False,0.143,0.105,0.9477,0.662,unknown,,,,,,,,,,,,
1790,8,candle in the wind 1997,elton john,1998,108,267,False,0.082,0.077,0.5296,0.596,3DUcaEvPO72PijivCjtZcU,0.447,0.306,4,-8.047,1,0.0337,0.979,0.0149,0.182,0.363,125.873,250107
1791,7,all my life,kci  jojo,1998,,,,,,,,unknown,,,,,,,,,,,,
1792,6,together again,janet,1998,110,413,True,0.208,0.049,0.9962,0.734,1GrikfH0jDejDvrxo84n4P,0.873,0.591,7,-8.942,1,0.102,0.0788,0.0071,0.104,0.496,123.091,301200
1793,5,how do i live,leann rimes,1998,66,279,True,0.039,0.071,-0.1195,0.763,7BD50ATrF3Vab5FQy7vtK8,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,266973
1794,4,truly madly deeply,savage garden,1998,101,296,True,0.261,0.126,0.9896,0.659,013AWvizllIUEC2FOBzOnh,0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,277267
1795,15,you make me wanna,usher,1998,121,571,True,0.029,0.032,0.3329,0.788,47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,219120
1796,2,the boy is mine,brandy and monica,1998,173,607,True,0.111,0.108,0.6335,0.715,6sHsXIJoEN5JpdkGMQDJxt,0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,294787
1797,1,too close,next,1998,107,470,True,0.245,0.061,0.9983,0.772,5IFCyWplye09HytIP80RCF,0.847,0.402,7,-9.952,1,0.0641,0.0118,0.0,0.283,0.752,99.693,259440
1798,100,let it go,ray j,1997,103,369,True,0.252,0.095,0.9971,0.721,0qcr5FMsEO85NAQjrlDRKo,0.541,0.485,8,-6.85,1,0.031,0.558,0.0,0.12,0.369,136.956,223840
1799,99,you must love me,madonna,1997,68,135,True,0.204,0.112,0.9538,0.496,78JPL7uIfs6Imm57r1QETk,0.357,0.161,10,-14.789,1,0.0436,0.926,3.47e-05,0.146,0.267,88.746,170840
1800,98,youre makin me high  let it flow,toni braxton,1997,,,,,,,,,,,,,,,,,,,,
1801,97,i like it,the blackout allstars,1997,29,303,True,0.565,0.0,0.9995,0.904,unknown,,,,,,,,,,,,
1802,96,let me clear my throat,dj kool,1997,218,713,True,0.221,0.051,0.9991,0.694,7k3sn5TIQ3qRVJ8FPTG9kx,0.697,0.9,7,-7.036,1,0.259,0.168,0.0,0.369,0.551,102.83,293000
1803,3,youre still the one,shania twain,1998,82,261,True,0.235,0.0,0.9966,0.686,unknown,,,,,,,,,,,,
1804,94,barbie girl,aqua,1997,105,376,True,0.233,0.007,0.998,0.721,2RSOzvKUnfDDrb2nQPfpQU,0.814,0.955,1,-5.905,0,0.0377,0.0146,0.283,0.218,0.963,129.992,197773
1805,93,twisted,keith sweat,1997,109,208,True,0.135,0.119,0.1801,0.476,69QIVIjPMnI1ABLBqh9P1b,0.615,0.514,11,-9.759,1,0.0466,0.393,0.0,0.248,0.822,175.849,260667
1806,92,coco jambo,mr president,1997,100,416,True,0.114,0.014,0.9933,0.76,unknown,,,,,,,,,,,,
1807,95,when youre gone  free to decide,the cranberries,1997,,,,,,,,1Ju1n9V6nkCaT1ZepextXi,0.388,0.778,9,-5.622,0,0.0317,0.00604,3.21e-06,0.0829,0.339,117.65,266267
1808,90,one more time,real mccoy,1997,68,409,True,0.142,0.113,0.9158,0.834,unknown,,,,,,,,,,,,
1809,89,go the distance,michael bolton,1997,115,232,True,0.173,0.118,0.876,0.504,3hS5RCp5EE1wUiiE7f8dM1,0.363,0.435,2,-8.141,1,0.0307,0.399,0.0,0.219,0.148,125.892,280640
1810,88,someone,swv and puff daddy,1997,182,441,True,0.251,0.043,0.999,0.587,unknown,,,,,,,,,,,,
1811,87,dont cry for me argentina,madonna,1997,128,238,True,0.158,0.107,0.9431,0.462,unknown,,,,,,,,,,,,
1812,26,i dont ever want to see you again,uncle sam,1998,161,541,False,0.285,0.069,0.9995,0.702,unknown,,,,,,,,,,,,
1813,85,i shot the sheriff,warren g,1997,155,309,True,0.035,0.159,-0.9874,0.498,5uC1sC1OmVKfU0m5opiY25,0.868,0.678,10,-9.207,0,0.174,0.0331,1.08e-05,0.297,0.762,91.456,250240
1814,84,dont wanna be a player,joe,1997,116,389,True,0.044,0.081,-0.8604,0.702,unknown,,,,,,,,,,,,
1815,83,on  on,erykah badu,1997,232,617,False,0.125,0.106,0.9173,0.624,unknown,,,,,,,,,,,,
1816,82,macarena bayside boys mix,los del r'io,1997,59,399,False,0.0,0.0,0.0,0.852,unknown,,,,,,,,,,,,
1817,13,my heart will go on,celine dion,1998,72,166,True,0.114,0.0,0.9526,0.566,unknown,,,,,,,,,,,,
1818,80,no time,lil kim featuring puff daddy,1997,252,841,True,0.095,0.179,-0.9973,0.7,unknown,,,,,,,,,,,,
1819,79,fly like an eagle,seal,1997,58,209,True,0.223,0.0,0.9862,0.722,4Nwm4lvNRxXkGR6aMmtdKm,0.623,0.836,7,-4.729,1,0.0595,0.00697,3.41e-06,0.0687,0.631,97.14,254773
1820,78,the one i gave my heart to,aaliyah,1997,74,323,True,0.193,0.058,0.9942,0.771,5Hr3o3xLPcMfruYm8Fd5EN,0.698,0.48,7,-7.932,1,0.0392,0.378,0.0,0.123,0.345,125.343,270893
1821,77,secret garden,bruce springsteen,1997,86,162,True,0.052,0.02,0.7311,0.469,68uuz61IqrSJjO6ffO3yHc,0.525,0.285,0,-16.56,1,0.0266,0.494,0.0999,0.117,0.131,86.83,266600
1822,76,whats on tonight,montell jordan,1997,111,352,True,0.063,0.021,0.9221,0.685,unknown,,,,,,,,,,,,
1823,75,smile,scarface featuring 2pac and johnny p,1997,31,56,True,0.258,0.13,0.7783,0.446,4ZC8hXXqu2hPcDLw9QTdtQ,0.541,0.812,4,-3.764,1,0.0336,0.203,0.0,0.42,0.607,141.056,201627
1824,74,what about us,total,1997,93,495,True,0.109,0.01,0.9903,0.812,5I5B9u78S4H6bNOHdZPlfF,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118,253200
1825,73,big daddy,heavy d,1997,232,502,True,0.109,0.02,0.9832,0.538,unknown,,,,,,,,,,,,
1826,72,the jock jam,various artists,1997,141,459,False,0.142,0.013,0.9949,0.693,unknown,,,,,,,,,,,,
1827,71,last night,az yet,1997,96,326,True,0.261,0.025,0.9982,0.706,3Cn1FSSTXeQ7hCfrbizrD0,0.916,0.85,3,-5.067,0,0.0634,0.168,0.000106,0.0904,0.972,121.001,255773
1828,70,gotham city,r kelly,1997,90,290,True,0.245,0.043,0.9971,0.69,unknown,,,,,,,,,,,,
1829,69,tubthumping,chumbawamba,1997,49,340,False,0.1,0.042,0.9567,0.856,5YScXJKtefsgdskIy60N7A,0.606,0.864,11,-7.504,0,0.0919,0.117,0.0,0.366,0.579,103.834,278960
1830,91,butta love,next,1997,169,526,True,0.278,0.054,0.9993,0.679,6fRLVZ4jKzuqyDPlIdbq9q,0.735,0.441,1,-8.412,0,0.0407,0.0972,0.0,0.0967,0.591,108.015,296400
1831,67,change the world,eric clapton,1997,73,147,True,0.206,0.041,0.9816,0.503,6BQNJ0JFKh8sWjQLI6Zudi,0.721,0.558,9,-8.8,1,0.0246,0.492,0.00563,0.113,0.542,96.887,234867
1832,66,c u when u get there,coolio featuring 40 thevz,1997,297,763,False,0.1,0.064,0.9819,0.611,4gf05qWuOT4JmtVGBlIXRO,0.76,0.585,3,-7.307,1,0.161,0.0102,0.000476,0.308,0.455,91.179,311040
1833,65,your woman,white town,1997,113,269,True,0.143,0.047,0.9806,0.58,4ACxa9buEUnOdYEoPcnMpi,0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.643,259893
1834,64,i love you always forever,donna lewis,1997,101,339,True,0.247,0.006,0.9983,0.702,1PEqh7awkpuepLBSq8ZwqD,0.744,0.453,5,-11.977,1,0.0348,0.627,0.421,0.0898,0.122,103.773,239960
1835,63,building a mystery,sarah mclachlan,1997,112,250,True,0.176,0.086,0.9731,0.552,3ozomn4PrGEKEuusxX2HpC,0.505,0.518,2,-8.601,1,0.023,0.403,0.0,0.129,0.472,81.019,247307
1836,62,pony,ginuwine,1997,97,275,True,0.036,0.024,0.1083,0.647,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733
1837,68,my baby daddy,brock and the bizz,1997,,,,,,,,unknown,,,,,,,,,,,,
1838,60,everyday is a winding road,sheryl crow,1997,99,274,True,0.169,0.031,0.985,0.639,0t6DAi9KEiaWOtgTTXGhD2,0.633,0.675,6,-8.163,1,0.041,0.0553,2.67e-05,0.102,0.746,112.955,256000
1839,59,i dont want to  i love me some him,toni braxton,1997,,,,,,,,,,,,,,,,,,,,
1840,58,up jumps da boogie,timbaland  magoo featuring missy elliott and aaliyah,1997,308,834,True,0.141,0.111,0.9776,0.631,unknown,,,,,,,,,,,,
1841,57,when you love a woman,journey,1997,78,215,True,0.297,0.031,0.997,0.637,2Ie2PTlhSYqE7WG5l6QzrB,0.513,0.514,1,-5.819,1,0.0274,0.255,0.0,0.258,0.216,132.157,246987
1842,56,never make a promise,dru hill,1997,134,302,True,0.245,0.138,0.9907,0.556,0YPUjnI3WAkJPAsPkantHe,0.733,0.471,9,-8.157,0,0.0285,0.268,0.0,0.241,0.468,113.228,328400
1843,55,if it makes you happy,sheryl crow,1997,114,249,True,0.228,0.106,0.9857,0.542,5XrfFo0JFOnWD9ZMNXGkQh,0.546,0.693,7,-6.807,1,0.0261,0.0577,0.000259,0.105,0.398,95.448,323400
1844,54,ill be,foxy brown featuring jayz,1997,245,583,True,0.062,0.147,-0.9953,0.58,unknown,,,,,,,,,,,,
1845,53,i finally found someone,barbra streisand and bryan adams,1997,106,254,True,0.13,0.005,0.9844,0.583,2WthqeuPLwn0CHwCMrlt6L,0.562,0.224,6,-15.069,1,0.0289,0.674,0.0,0.127,0.0707,139.009,221973
1846,52,where do you go,no mercy,1997,94,370,True,0.178,0.043,0.9919,0.746,37tzoWY1ubBQKGXiWdO5Qv,0.734,0.828,10,-11.018,0,0.0318,0.0346,0.118,0.071,0.964,127.06,272093
1847,51,my love is the shhh,somethin for the people featuring trina  tamara,1997,113,465,True,0.315,0.174,0.9988,0.757,unknown,,,,,,,,,,,,
1848,50,its all coming back to me now,celine dion,1997,144,636,True,0.169,0.069,0.997,0.774,unknown,,,,,,,,,,,,
1849,49,all by myself,celine dion,1997,53,136,True,0.164,0.038,0.9625,0.61,unknown,,,,,,,,,,,,
1850,48,get it together,702,1997,91,354,True,0.164,0.037,0.9949,0.743,4eDCsyIHTSu3cQZ5wDIyP7,0.787,0.188,10,-11.456,1,0.0348,0.642,2.48e-06,0.0696,0.271,114.048,291400
1851,81,naked eye,luscious jackson,1997,104,336,True,0.13,0.053,0.9778,0.69,6YtkOhiHmf46w1noltVnF2,0.737,0.657,4,-10.962,0,0.0284,0.0863,0.0339,0.0953,0.76,131.022,280693
1852,46,not tonight,lil kim featuring da brat left eye missy elliott and angie martinez,1997,339,756,False,0.099,0.114,-0.9736,0.552,42OhQBFNIbMyxRGxyPOvQA,0.854,0.602,6,-10.162,0,0.32,0.0689,0.0,0.292,0.592,99.429,252520
1853,45,invisible man,98 degrees,1997,124,335,True,0.254,0.023,0.9984,0.63,unknown,,,,,,,,,,,,
1854,86,you should be mine dont waste your time,brian mcknight featuring mase,1997,188,513,False,0.2,0.061,0.9971,0.634,unknown,,,,,,,,,,,,
1855,43,all cried out,allure featuring 112,1997,122,266,True,0.122,0.279,-0.9947,0.541,1DViQw0p1vo0eAMRlUF4Lr,0.613,0.464,1,-8.918,1,0.0241,0.176,0.0,0.103,0.176,139.802,275773
1856,42,mouth,merril bainbridge,1997,82,343,True,0.21,0.135,0.945,0.761,unknown,,,,,,,,,,,,
1857,41,ooh aah just a little bit,gina g,1997,99,358,True,0.137,0.053,0.9886,0.723,3i1OAR1REiCaaWXKSvAeN5,0.653,0.992,6,-8.043,1,0.047,0.00515,0.163,0.0799,0.711,140.006,390280
1858,40,its your love,tim mcgraw and faith hill,1997,92,255,True,0.182,0.028,0.9928,0.639,unknown,,,,,,,,,,,,
1859,39,sunny came home,shawn colvin,1997,85,189,True,0.153,0.044,0.967,0.55,4mOxpj82q6n3EO7HBZCelX,0.554,0.58,11,-8.05,0,0.0322,0.344,0.00842,0.0989,0.402,167.83,264200
1860,38,where have all the cowboys gone,paula cole,1997,124,254,True,0.073,0.048,0.8271,0.512,2ck13qfgRZ1msyEJlDqzvk,0.588,0.826,11,-6.182,0,0.0569,0.0351,0.0,0.454,0.621,129.021,263653
1861,37,cupid,112,1997,100,342,True,0.172,0.164,0.8562,0.708,3kVIFDE3G89I2RPVkiRaRj,0.685,0.38,8,-11.219,1,0.112,0.373,0.0,0.0371,0.87,175.562,252267
1862,36,all for you,sister hazel,1997,82,349,True,0.023,0.138,-0.9891,0.765,2skmOCFU64Bg7Ytkgwliwe,0.631,0.756,8,-6.378,1,0.0376,0.0399,4.37e-05,0.0924,0.671,137.039,218707
1863,35,2 become 1,spice girls,1997,100,312,True,0.315,0.026,0.9988,0.679,36AWdhZIGLUTkWpJDhe7va,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,143.966,241027
1864,61,cold rock a party,mc lyte,1997,235,647,True,0.165,0.054,0.9978,0.637,1iVdwLsbPsKnqUoZOWlEqv,0.896,0.744,11,-5.239,0,0.246,0.192,1.19e-06,0.108,0.744,92.91,247307
1865,33,i believe in you and me,whitney houston,1997,87,210,True,0.237,0.08,0.9896,0.586,1kwNHkKXJ4c4MchgATAOBJ,0.434,0.268,1,-11.52,0,0.0355,0.785,0.0,0.0881,0.121,119.804,241960
1866,32,honey,mariah carey,1997,139,518,True,0.197,0.049,0.9982,0.732,unknown,,,,,,,,,,,,
1867,31,ghettout,changing faces,1997,104,373,True,0.023,0.165,-0.9945,0.721,unknown,,,,,,,,,,,,
1868,30,4 seasons of loneliness,boyz ii men,1997,146,406,False,0.176,0.053,0.9964,0.64,027tq4cWr0kRxLTfdxvM1L,0.583,0.488,6,-10.494,1,0.0444,0.821,1.74e-05,0.115,0.191,98.497,292400
1869,29,do you know what it takes,robyn,1997,91,309,True,0.17,0.028,0.9944,0.706,unknown,,,,,,,,,,,,
1870,28,say youll be there,spice girls,1997,109,298,True,0.281,0.082,0.9973,0.634,unknown,,,,,,,,,,,,
1871,27,in my bed,dru hill,1997,127,268,True,0.131,0.104,0.6029,0.526,0IBgCsG8dRnUtveiIaoFHF,0.818,0.655,10,-7.68,0,0.253,0.11,0.0,0.0754,0.82,95.443,242360
1872,26,every time i close my eyes,babyface,1997,92,275,True,0.33,0.053,0.9984,0.665,2ezqQeBiC72gwMJoO4w1hA,0.655,0.417,5,-7.702,1,0.025,0.0624,0.0,0.0965,0.279,143.674,296267
1873,44,im still in love with you,new edition,1997,99,382,True,0.386,0.065,0.9996,0.741,unknown,,,,,,,,,,,,
1874,24,i belong to you every time i see your face,rome,1997,,,,,,,,unknown,,,,,,,,,,,,
1875,23,no diggity,blackstreet featuring dr dre,1997,245,647,True,0.129,0.109,0.9513,0.621,6MdqqkQ8sSC0WB4i8PyRuQ,0.868,0.646,1,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,304600
1876,22,i want you,savage garden,1997,118,520,True,0.097,0.133,-0.9911,0.773,unknown,,,,,,,,,,,,
1877,21,the freshmen,the verve pipe,1997,105,356,False,0.092,0.167,-0.9735,0.705,21jEuMn2lf37715rwjow2M,0.571,0.505,1,-9.312,0,0.0238,0.0757,1.04e-05,0.109,0.276,99.562,269467
1878,20,mo money mo problems,the notorious big featuring puff daddy and mase,1997,271,695,False,0.156,0.11,0.9645,0.61,4INDiWSKvqSKDEu7mh8HFz,0.845,0.884,6,-4.506,0,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400
1879,19,hard to say im sorry,az yet featuring peter cetera,1997,76,188,False,0.102,0.037,0.8885,0.596,unknown,,,,,,,,,,,,
1880,18,barely breathing,duncan sheik,1997,131,314,True,0.144,0.125,0.7414,0.583,75HZ6Wxnw8xbgz6HU9kKCS,0.482,0.807,0,-6.976,1,0.0457,0.0281,0.0,0.177,0.516,187.918,254547
1881,17,semicharmed life,third eye blind,1997,191,472,False,0.089,0.054,0.2846,0.595,unknown,,,,,,,,,,,,
1882,16,nobody,keith sweat,1997,92,358,True,0.252,0.059,0.997,0.743,4SF1747p541umnykBp352Q,0.699,0.492,9,-9.449,0,0.0318,0.484,0.0,0.0482,0.388,117.907,264773
1883,34,da dip,freak nasty,1997,244,827,False,0.153,0.066,0.9969,0.705,0YQoW47NiWSbUCGEymFdFy,0.851,0.594,8,-12.547,1,0.304,0.0919,1.2e-06,0.317,0.953,134.01,247403
1884,14,you make me wanna,usher,1997,121,571,True,0.029,0.032,0.3329,0.788,47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,219120
1885,13,for you i will,monica,1997,113,399,True,0.257,0.023,0.9982,0.717,2b29qJRy4asbQNFjPO96XC,0.652,0.473,0,-7.981,0,0.0313,0.243,0.0,0.134,0.368,123.208,294867
1886,25,hypnotize,the notorious big,1997,309,734,True,0.126,0.088,0.9858,0.579,unknown,,,,,,,,,,,,
1887,11,quit playing games with my heart,backstreet boys,1997,86,313,False,0.112,0.083,0.8763,0.725,unknown,,,,,,,,,,,,
1888,10,wannabe,spice girls,1997,119,510,False,0.285,0.077,0.9986,0.767,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027
1889,9,how do i live,leann rimes,1997,66,279,True,0.039,0.071,-0.1195,0.763,7BD50ATrF3Vab5FQy7vtK8,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,266973
1890,8,return of the mack,mark morrison,1997,115,424,True,0.07,0.193,-0.9963,0.729,3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,213093
1891,7,dont let go love,en vogue,1997,104,330,False,0.097,0.112,-0.8116,0.685,unknown,,,,,,,,,,,,
1892,15,bitch,meredith brooks,1997,125,291,True,0.138,0.22,-0.9847,0.57,3i6qNxyVgIdUZTTi5m25EM,0.617,0.886,9,-5.953,1,0.055,0.0112,9.63e-05,0.0523,0.629,96.328,252760
1893,5,cant nobody hold me down,puff daddy featuring mase,1997,301,582,True,0.076,0.122,-0.9864,0.483,unknown,,,,,,,,,,,,
1894,4,unbreak my heart,toni braxton,1997,89,318,True,0.189,0.152,0.978,0.72,unknown,,,,,,,,,,,,
1895,3,ill be missing you,puff daddy featuring faith evans and 112,1997,163,501,True,0.109,0.155,-0.9756,0.675,unknown,,,,,,,,,,,,
1896,6,i believe i can fly,r kelly,1997,90,369,True,0.053,0.0,0.9536,0.756,unknown,,,,,,,,,,,,
1897,1,something about the way you look tonight  candle in the wind 1997,elton john,1997,,,,,,,,unknown,,,,,,,,,,,,
1898,100,dont cry,seal,1996,129,331,True,0.266,0.092,0.9967,0.61,unknown,,,,,,,,,,,,
1899,47,look into my eyes,bone thugsnharmony,1997,,,,,,,,unknown,,,,,,,,,,,,
1900,98,macarena,los del r'io,1996,59,399,True,0.0,0.0,0.0,0.852,unknown,,,,,,,,,,,,
1901,97,soon as i get home,faith evans,1996,105,328,True,0.193,0.133,0.9795,0.68,6SkGfPa77E4giShVbk9N6R,0.652,0.498,11,-6.201,1,0.0416,0.517,0.0,0.149,0.321,120.144,324280
1902,96,i got id,pearl jam,1996,99,186,False,0.107,0.087,0.7208,0.468,454wC5PPsU0mPltiJqxDbz,0.133,0.822,7,-5.961,1,0.0721,0.0458,0.131,0.112,0.102,185.504,291893
1903,95,back for good,take that,1996,109,358,True,0.236,0.088,0.9906,0.696,4CPTAJth9JiuKYaMIemmDD,0.6,0.504,5,-9.761,1,0.0292,0.308,0.0,0.137,0.547,78.961,242267
1904,94,beautiful life,ace of base,1996,100,391,True,0.434,0.004,0.9997,0.744,74jTexO94dFGyXGyeu8krd,0.749,0.988,0,-5.266,0,0.0387,0.202,0.00631,0.17,0.749,135.015,221187
1905,93,hay,crucial conflict,1996,310,682,True,0.069,0.089,-0.9714,0.545,unknown,,,,,,,,,,,,
1906,92,until it sleeps,metallica,1996,87,266,True,0.03,0.244,-0.9964,0.673,63aVbch5VRXtQnCITdeDTZ,0.562,0.919,8,-4.458,0,0.0293,0.000223,0.113,0.142,0.728,113.357,269573
1907,91,po pimp,do or die featuring twista,1996,349,873,True,0.104,0.104,-0.9324,0.6,66AMCAjrOk7c957i3ej06f,0.81,0.428,0,-14.248,1,0.272,0.0623,0.0,0.116,0.649,142.075,234827
1908,90,that girl,maxi priest featuring shaggy,1996,145,436,True,0.138,0.111,0.9593,0.667,unknown,,,,,,,,,,,,
1909,89,get money,junior mafia featuring the notorious big,1996,267,488,True,0.036,0.061,-0.927,0.453,unknown,,,,,,,,,,,,
1910,88,my boo,ghost town djs,1996,109,326,True,0.201,0.035,0.994,0.666,4c0rkFPszqQTyC753tsCMU,0.885,0.477,6,-9.196,0,0.0664,0.000131,0.000664,0.336,0.691,130.078,346840
1911,99,only wanna be with you,hootie  the blowfish,1996,119,302,True,0.111,0.11,0.0453,0.606,unknown,,,,,,,,,,,,
1912,86,hit me off,new edition,1996,151,395,True,0.095,0.073,0.4588,0.618,0yNCFwihschpOwSgK31f2O,0.716,0.704,2,-4.652,0,0.143,0.179,0.000105,0.467,0.907,88.986,261400
1913,85,set u free,planet soul,1996,75,218,False,0.268,0.035,0.9958,0.656,3lX3jXOthWEzahVB1JSC2D,0.636,0.645,6,-11.64,1,0.0873,0.101,1.64e-05,0.0686,0.711,128.43,258933
1914,12,mmmbop,hanson,1997,88,318,True,0.036,0.029,0.6359,0.723,2HNZxbvFvasRtlOJ9M6DgR,0.676,0.938,9,-6.664,1,0.0681,0.00639,0.00383,0.0621,0.641,104.833,238733
1915,83,you remind me of something,r kelly,1996,110,563,True,0.23,0.029,0.9976,0.805,unknown,,,,,,,,,,,,
1916,82,this is your night,amber,1996,88,397,True,0.24,0.006,0.9985,0.778,5p0rUHicpwMZil8RlNGGth,0.674,0.908,9,-3.262,0,0.0325,0.0714,0.000104,0.121,0.861,127.99,238160
1917,81,unbreak my heart,toni braxton,1996,89,318,True,0.189,0.152,0.978,0.72,unknown,,,,,,,,,,,,
1918,80,who do u love,deborah cox,1996,120,327,False,0.186,0.08,0.9895,0.633,4VmLRHAhABrGBg7LGiM3cO,0.701,0.82,2,-7.117,1,0.136,0.0299,3.69e-06,0.148,0.655,87.913,261827
1919,79,i want to come over,melissa etheridge,1996,78,231,True,0.161,0.131,0.3818,0.662,7tOEXhPdFosbBcQrAISAfl,0.548,0.496,9,-9.843,1,0.0309,0.0565,0.00174,0.104,0.541,113.631,324667
1920,78,jealousy,natalie merchant,1996,62,92,True,0.174,0.148,0.6073,0.326,3qcVyKUKAOfBoQJsxHfhmW,0.723,0.521,0,-9.78,1,0.028,0.296,0.0406,0.0998,0.61,101.127,161533
1921,77,keep on keepin on,mc lyte featuring xscape,1996,269,553,True,0.137,0.111,0.8956,0.514,unknown,,,,,,,,,,,,
1922,76,as i lay me down,sophie b hawkins,1996,108,338,True,0.136,0.054,0.9784,0.68,unknown,,,,,,,,,,,,
1923,75,if it makes you happy,sheryl crow,1996,114,249,True,0.228,0.106,0.9857,0.542,5XrfFo0JFOnWD9ZMNXGkQh,0.546,0.693,7,-6.807,1,0.0261,0.0577,0.000259,0.105,0.398,95.448,323400
1924,74,old man and me when i get to heaven,hootie  the blowfish,1996,,,,,,,,unknown,,,,,,,,,,,,
1925,73,nobody,keith sweat featuring athena cage,1996,92,358,True,0.252,0.059,0.997,0.743,4SF1747p541umnykBp352Q,0.699,0.492,9,-9.449,0,0.0318,0.484,0.0,0.0482,0.388,117.907,264773
1926,72,pony,ginuwine,1996,97,275,True,0.036,0.024,0.1083,0.647,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733
1927,71,key west intermezzo i saw you first,john mellencamp,1996,124,268,False,0.087,0.029,0.928,0.537,unknown,,,,,,,,,,,,
1928,70,lady,dangelo,1996,110,201,True,0.157,0.044,0.9813,0.453,unknown,,,,,,,,,,,,
1929,69,if your girl only knew,aaliyah,1996,78,442,True,0.101,0.105,-0.2201,0.824,unknown,,,,,,,,,,,,
1930,68,just a girl,no doubt,1996,120,258,True,0.074,0.074,0.2247,0.535,5lWRaa0fBxDE5yU91npPq7,0.637,0.904,2,-4.769,1,0.0505,0.0999,8.2e-05,0.138,0.77,108.011,209200
1931,67,closer to free,bodeans,1996,37,112,True,0.383,0.0,0.995,0.67,0xw22cJECqEQ8RlH0H4sHr,0.497,0.943,7,-4.792,1,0.0412,0.000627,0.000698,0.731,0.702,98.155,188600
1932,66,theme from mission impossible,adam clayton and larry mullen,1996,17,79,False,0.067,0.0,0.6369,0.785,unknown,,,,,,,,,,,,
1933,65,children,robert miles,1996,1,1,False,0.0,0.0,0.0,0.0,4wtR6HB3XekEengMX17cpc,0.604,0.755,0,-10.761,1,0.0337,0.000295,0.812,0.0625,0.388,137.064,243267
1934,84,runaway,janet jackson,1996,109,235,True,0.401,0.022,0.9986,0.536,unknown,,,,,,,,,,,,
1935,63,touch me tease me,case featuring foxy brown,1996,156,371,True,0.11,0.054,0.9834,0.58,4HDocpXZ4hk3Alhlow5kW5,0.655,0.76,10,-7.771,0,0.0579,0.296,3.42e-06,0.0991,0.493,87.59,228867
1936,62,fastlove,george michael,1996,132,341,False,0.167,0.063,0.9913,0.613,6SaeXxdt0Id6ZzmX0ZGTQK,0.735,0.64,10,-7.522,0,0.072,0.052,0.00102,0.345,0.551,104.444,324667
1937,61,doin it,ll cool j,1996,247,530,False,0.144,0.08,0.9847,0.534,unknown,,,,,,,,,,,,
1938,60,hook,blues traveler,1996,189,360,True,0.126,0.197,-0.9843,0.475,0ZhSQIDIv0CWVc0Vt1aiBm,0.53,0.831,9,-4.311,1,0.0419,0.0477,1.83e-06,0.117,0.774,166.919,288507
1939,59,elevators me  you,outkast,1996,309,590,True,0.118,0.077,0.9568,0.476,unknown,,,,,,,,,,,,
1940,58,tell me,groove theory,1996,117,320,True,0.299,0.071,0.9979,0.634,2lp8xjq0WTm3HZKHuDEweg,0.8,0.361,6,-10.849,0,0.0635,0.0355,3.75e-06,0.0668,0.887,93.059,236067
1941,57,woo hah got you all in check,busta rhymes,1996,266,712,False,0.082,0.119,-0.9856,0.626,unknown,,,,,,,,,,,,
1942,56,wonderwall,oasis,1996,85,261,True,0.043,0.007,0.8564,0.674,5wj4E6IsrVtn8IBJQOd0Cl,0.372,0.865,2,-4.918,1,0.0381,0.000453,0.0,0.234,0.478,174.53,258733
1943,87,no one else,total,1996,80,176,True,0.066,0.087,-0.7166,0.545,2IOQOWr4P14saZqZlM7k84,0.782,0.515,6,-8.215,0,0.3,0.185,1.34e-05,0.0577,0.791,182.19,260467
1944,54,the earth the sun the rain,color me badd,1996,99,441,False,0.399,0.037,0.9998,0.776,unknown,,,,,,,,,,,,
1945,53,mouth,merril bainbridge,1996,82,343,True,0.21,0.135,0.945,0.761,unknown,,,,,,,,,,,,
